MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,sch_dep,sch_arr,TAXI_OUT,Cloudy,Windy,Fair,Rain,Fog,Drizzle,Snow,Wintry Mix,Freezing Rain,MONTH_sin,MONTH_cos,DAY_OF_MONTH_sin,DAY_OF_MONTH_cos,DAY_OF_WEEK_sin,DAY_OF_WEEK_cos
11,11,1,3,28,0,375,2475,869,866,1064,56,43,69,10,6,0,30.0,30,35,13,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,28,0,383,2475,930,927,1133,55,45,77,10,5,0,29.99,28,37,24,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,56,0,404,2586,930,930,1154,55,45,77,10,5,0,29.99,28,37,13,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,4,0,75,187,936,948,1011,55,45,77,10,5,0,29.99,28,37,25,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,56,0,408,2586,955,954,1183,53,48,89,3,6,0,29.97,28,37,27,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,28,0,381,2475,960,958,1161,53,48,89,3,6,0,29.97,28,37,25,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,0,4,1,97,187,940,971,1037,53,48,89,3,6,0,29.97,32,36,22,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,56,0,407,2586,980,977,1207,53,48,89,3,6,0,29.97,32,36,22,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,2,56,0,410,2586,995,990,1225,53,48,89,3,6,0,29.97,32,36,21,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,2,28,0,400,2475,1020,1012,1240,53,49,93,11,6,0,29.95,32,36,18,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,28,0,384,2475,1020,1019,1224,53,49,93,11,6,0,29.95,32,36,16,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,28,0,374,2475,1040,1034,1234,53,49,93,11,6,0,29.95,34,28,12,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,56,0,404,2586,1035,1040,1259,53,49,93,11,6,0,29.95,34,28,17,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,28,1,382,2475,1015,1047,1217,53,49,93,11,6,0,29.95,34,28,10,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,4,1,71,187,1020,1049,1091,53,49,93,11,6,0,29.95,34,28,27,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,56,0,403,2586,1065,1063,1288,53,49,93,11,6,0,29.95,34,28,14,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,4,1,84,187,1035,1079,1119,54,51,97,11,10,0,29.92,34,28,27,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,28,0,380,2475,1090,1090,1290,54,51,97,11,10,0,29.92,39,34,14,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,28,0,390,2475,1109,1104,1319,54,51,97,11,10,0,29.92,39,34,20,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,56,0,412,2586,1135,1133,1367,54,51,97,11,10,0,29.92,39,34,33,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,28,0,387,2475,1165,1166,1372,56,52,93,9,13,0,29.89,39,27,14,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,28,0,387,2475,1180,1175,1387,56,52,93,9,13,0,29.89,39,27,15,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,28,0,394,2475,1200,1201,1414,56,52,93,9,13,0,29.89,29,43,19,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,56,1,409,2586,1180,1207,1409,56,52,93,9,13,0,29.89,29,43,15,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,4,1,89,187,1170,1223,1259,56,52,93,9,13,0,29.89,29,43,15,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,28,0,391,2475,1230,1224,1,56,52,93,9,13,0,29.89,29,43,22,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,2,28,0,400,2475,1215,1229,1435,56,52,93,9,13,0,29.89,29,43,18,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,56,0,405,2586,1275,1273,60,56,53,97,9,12,0,29.88,31,30,19,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,28,0,376,2475,1280,1278,36,56,53,97,9,12,0,29.88,31,30,19,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,28,0,384,2475,1290,1285,54,56,53,97,9,12,0,29.88,31,30,20,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,28,0,381,2475,1289,1285,50,56,53,97,9,12,0,29.88,31,30,15,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,0,4,0,90,187,1289,1288,1379,56,53,97,9,12,0,29.88,31,30,15,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,4,56,1,406,2586,1270,1291,56,56,53,97,9,12,0,29.88,31,30,19,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,56,0,390,2586,1309,1306,79,56,53,97,9,12,0,29.88,31,30,10,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,28,0,374,2475,1360,1355,114,56,53,97,12,17,0,29.88,24,31,16,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,1,4,0,76,187,1380,1374,16,54,51,97,12,10,0,29.85,24,31,20,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,11,1,3,4,1,68,187,1375,198,3,55,48,83,12,12,0,29.73,1,0,11,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
11,12,2,3,28,0,371,2475,340,331,531,56,43,69,13,12,0,29.71,9,21,13,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,388,2475,360,356,568,54,44,77,13,8,0,29.7,9,21,18,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,56,0,388,2586,410,401,618,54,44,77,13,8,0,29.7,17,16,10,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,56,0,401,2586,420,415,641,54,45,80,15,20,26,29.72,17,16,19,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,379,2475,425,416,624,54,45,80,15,20,26,29.72,17,16,11,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,375,2475,420,418,615,54,45,80,15,20,26,29.72,17,16,18,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,4,0,73,187,427,421,500,54,45,80,15,20,26,29.72,36,30,12,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,0,397,2586,420,426,637,54,45,80,15,20,26,29.72,36,30,22,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,56,1,407,2586,420,436,647,54,45,80,15,20,26,29.72,36,30,16,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,28,0,390,2475,450,446,660,54,45,80,15,20,26,29.72,36,30,22,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,376,2475,480,472,676,53,46,86,15,16,26,29.74,36,30,12,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,380,2475,480,473,680,53,46,86,15,16,26,29.74,36,30,18,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,0,405,2586,495,493,720,46,39,86,8,21,33,29.76,52,19,27,0,1,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,385,2475,500,496,705,46,39,86,8,21,33,29.76,52,19,19,0,1,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,379,2475,515,510,714,46,39,86,8,21,33,29.76,52,19,14,0,1,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,383,2475,555,549,758,42,35,89,16,15,0,29.8,31,19,14,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,56,0,397,2586,562,555,779,42,35,89,16,15,0,29.8,31,19,12,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,0,4,1,80,187,550,569,630,42,35,89,16,15,0,29.8,31,19,35,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,4,1,80,187,420,575,500,42,35,89,16,15,0,29.8,31,19,31,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,0,400,2586,580,576,800,42,35,89,16,15,0,29.8,31,19,16,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,376,2475,608,608,804,39,30,82,8,17,0,29.85,18,22,23,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,1,380,2475,595,613,795,39,30,82,8,17,0,29.85,18,22,14,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,0,4,0,76,187,629,641,705,39,30,82,8,17,0,29.85,18,22,20,0,0,0,2,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,378,2475,660,652,858,39,27,73,8,15,0,29.87,18,22,15,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,56,0,394,2586,660,655,874,39,27,73,8,15,0,29.87,18,22,18,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,56,0,393,2586,659,657,872,39,27,73,8,15,0,29.87,18,22,14,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,28,0,390,2475,690,678,900,39,27,73,8,15,0,29.87,29,20,20,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,0,396,2586,685,682,901,39,27,73,8,15,0,29.87,29,20,12,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,56,0,407,2586,690,684,917,39,27,73,8,15,0,29.87,29,20,18,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,378,2475,705,702,903,39,27,73,8,15,0,29.87,29,20,19,2,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,373,2475,720,720,913,35,23,76,8,25,30,29.89,21,25,19,0,1,0,0,0,0,2,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,380,2475,750,745,950,35,23,76,8,25,30,29.89,21,25,14,0,1,0,0,0,0,2,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,4,1,70,187,677,748,747,35,23,76,8,25,30,29.89,21,25,12,0,1,0,0,0,0,2,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,4,0,69,187,780,777,849,34,18,64,8,24,31,29.91,21,25,11,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,28,0,390,2475,785,786,995,34,18,64,8,24,31,29.91,26,43,21,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,374,2475,830,826,1024,34,18,64,8,24,31,29.91,26,43,20,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,375,2475,869,863,1064,33,15,59,8,21,35,29.93,31,35,18,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,378,2475,870,867,1068,33,15,59,8,21,35,29.93,31,35,25,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,56,0,404,2586,930,925,1154,33,12,54,7,21,32,29.96,28,36,14,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,383,2475,930,928,1133,33,12,54,7,21,32,29.96,28,36,12,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,4,0,75,187,936,930,1011,33,12,54,7,21,32,29.96,28,36,14,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,4,1,83,187,917,942,1000,33,12,54,7,21,32,29.96,28,36,41,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,381,2475,960,946,1161,33,12,54,7,21,32,29.96,28,36,41,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,0,408,2586,955,955,1183,34,15,56,8,20,26,29.99,28,36,25,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,56,0,407,2586,980,981,1207,34,15,56,8,20,26,29.99,32,35,24,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,56,0,410,2586,995,987,1225,34,15,56,8,20,26,29.99,32,35,32,3,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,384,2475,1020,1012,1224,33,10,50,8,23,33,30.02,32,35,21,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,382,2475,1015,1013,1217,33,10,50,8,23,33,30.02,32,35,19,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,28,0,400,2475,1020,1016,1240,33,10,50,8,23,33,30.02,32,35,23,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,374,2475,1040,1034,1234,33,10,50,8,23,33,30.02,31,27,16,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,0,404,2586,1035,1038,1259,33,10,50,8,23,33,30.02,31,27,28,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,56,0,403,2586,1065,1060,1288,33,10,50,8,23,33,30.02,31,27,28,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,0,4,1,89,187,1019,1069,1108,33,10,50,8,23,33,30.02,31,27,23,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,380,2475,1090,1093,1290,32,10,52,8,21,33,30.07,36,34,14,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,390,2475,1109,1104,1319,32,10,52,8,21,33,30.07,36,34,21,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,4,1,71,187,1020,1130,1091,32,10,52,8,21,33,30.07,36,34,21,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,56,1,412,2586,1135,1157,1367,32,10,52,8,21,33,30.07,37,28,22,3,1,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,0,387,2475,1165,1167,1372,30,9,54,8,20,0,30.09,37,28,21,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,387,2475,1180,1177,1387,30,9,54,8,20,0,30.09,37,28,16,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,4,0,89,187,1170,1178,1259,30,9,54,8,20,0,30.09,37,28,32,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,56,0,409,2586,1180,1180,1409,30,9,54,8,20,0,30.09,37,28,16,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,394,2475,1200,1194,1414,30,9,54,8,20,0,30.09,37,28,30,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,2,28,0,400,2475,1215,1205,1435,30,9,54,8,20,0,30.09,28,41,17,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,391,2475,1230,1226,1,30,9,54,8,20,0,30.09,28,41,21,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,56,0,405,2586,1275,1269,60,29,63,43,7,16,28,30.12,28,33,33,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,28,0,376,2475,1280,1276,36,29,63,43,7,16,28,30.12,28,33,15,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,0,4,0,90,187,1289,1293,1379,29,63,43,7,16,28,30.12,28,33,38,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,28,0,384,2475,1290,1294,54,29,63,43,7,16,28,30.12,28,33,20,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,56,0,390,2586,1309,1302,79,29,63,43,7,16,28,30.12,28,33,17,1,0,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,4,28,1,381,2475,1289,1325,50,27,60,41,8,17,25,30.15,21,31,23,0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,1,4,0,76,187,1380,1374,16,26,58,41,8,18,37,30.16,21,31,20,0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,12,2,3,4,1,68,187,1375,1402,3,26,58,41,8,18,37,30.16,17,17,20,0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.2225209339563143
11,13,3,3,28,0,371,2475,340,337,531,23,62,53,8,23,0,30.24,10,17,19,0,1,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.485301962531081,-0.8743466161445821,0.4338837391175582,-0.900968867902419
11,13,3,1,28,0,388,2475,360,355,568,23,62,53,8,20,0,30.26,10,17,20,0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.485301962531081,-0.8743466161445821,0.4338837391175582,-0.900968867902419
11,13,3,3,56,0,388,2586,410,404,618,23,62,53,8,20,0,30.26,15,17,18,0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.485301962531081,-0.8743466161445821,0.4338837391175582,-0.900968867902419
11,13,3,2,56,0,407,2586,420,409,647,23,62,53,8,20,0,30.26,15,17,32,0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.485301962531081,-0.8743466161445821,0.4338837391175582,-0.900968867902419
11,13,3,1,56,0,401,2586,420,415,641,25,4,53,8,21,30,30.3,15,17,28,0,1,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.485301962531081,-0.8743466161445821,0.4338837391175582,-0.900968867902419
